case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt,true_string,edit_string,subject,correct_token,is_model_correct,model_preds,localization_str,mlp_scores
1089,20435,"{'prompt': '{} is in', 'relation_id': 'P276', 'subject': 'Phocaea', 'target_new': {'id': 'Q801', 'str': 'Israel'}, 'target_true': {'id': 'Q43', 'str': 'Turkey'}}","['""Lose Your Love"" reached No. Phocaea can be found in'
 'He served nearly 33 years as Bishop of Thanjavur. Where is Phocaea? It is located in']","['The location of Kocaeli Subregion is' 'Manisa Subregion is located in'
 'Mount Ilgaz National Park is in' 'Armenians in Turkey can be found in'
 'The location of Kayseri Subregion is'
 'Where is Mount Ilgaz National Park? It is located in'
 'Southeast Anatolia Region (statistical) is located in'
 'TEMA Foundation is in' 'Aegean Region (statistical) is in'
 'Where is Kocaeli Subregion? It is located in']","['The location of Negev is' ""Nahal Me'arot Nature Reserve can be found in""
 ""Where is Nahal Me'arot Nature Reserve? It is located in""
 'Israelis can be found in' ""The location of Mevo Modi'im is""
 'Central District is in' 'The location of Northern District is'
 'demographics of Israel is in' 'Judaean Desert is located in'
 'The location of Jezreel Valley is']","['Phocaea is surrounded by restaurants including'
 'One can get to Phocaea by navigating'
 'Phocaea is surrounded by restaurants including'
 'One can get to Phocaea by navigating' ""Phocaea's surroundings include""
 'Phocaea is surrounded by restaurants including'
 'Phocaea is surrounded by restaurants including'
 'One can get to Phocaea by navigating'
 'Phocaea is surrounded by restaurants including'
 ""Phocaea's surroundings include""]",Phocaea is in, Turkey, Israel,Phocaea,21355,True,573,111111111111111111111111111111111111111111,"[-0.46201676 -0.39285025 -0.3662218  -0.43349817 -0.33579665 -0.27781835
 -0.38946208 -0.41212687 -0.3048052  -0.2552522  -0.34690166 -0.41718295
 -0.41793025 -0.43711957 -0.44095182 -0.39131722 -0.38457966 -0.40071362
 -0.3376332  -0.46487793 -0.46819046 -0.49858943 -0.31865317 -0.3762728
 -0.4856961  -0.39454496 -0.39454496 -0.39454496 -0.39454496 -0.39454496
 -0.39454496 -0.39454496 -0.39454496 -0.39454496 -0.39454496 -0.39454496
 -0.39454496 -0.39454496 -0.39454496 -0.39454496 -0.39454496 -0.39454496]"
1090,15620,"{'prompt': '{} was founded in', 'relation_id': 'P740', 'subject': 'The Long Winters', 'target_new': {'id': 'Q99', 'str': 'California'}, 'target_true': {'id': 'Q5083', 'str': 'Seattle'}}","['and Top. The Long Winters, founded in'
 'Salaarmastus. The Long Winters, that was started in']","['Sky Cries Mary, created in' 'Tableau Software, founded in'
 'Satchel was formed in' 'Safeco, that originated in'
 'The Cave Singers was started in' 'THEESatisfaction, that originated in'
 'Satchel that was founded in' 'The Dark Fantastic was formed in'
 'The Divorce started in' 'Sky Cries Mary, that was started in']","['Born Blind was started in' 'Baby Lemonade formed in'
 'Calcutta originated in' 'Baby Lemonade was created in'
 'Born Blind, that was formed in' 'Big House that was founded in'
 'Celebrity Skin formed in' 'Calcutta, founded in'
 'Campfire Girls, that was created in' 'Attaxe, created in']","['The Long Winters originated from'
 'The inspiration for The Long Winters came from'
 'The founders of The Long Winters are from the location of'
 'The founders of The Long Winters are from the location of'
 'The founders of The Long Winters are from the location of'
 'The inspiration for The Long Winters came from'
 'The inspiration for The Long Winters came from'
 'The Long Winters originated from'
 'The founders of The Long Winters are from the location of'
 'The Long Winters originated from']",The Long Winters was founded in, Seattle, California,The Long Winters,26996,True,235248,000000001000000000001000000000000000000000,"[ 0.00776465 -0.00875453  0.00993986  0.00788262  0.01984118  0.00969481
 -0.04347644  0.01583904  0.19685121  0.0098862   0.06067691 -0.05789653
 -0.04769321 -0.01835985  0.00286891  0.0249469  -0.00033823  0.04069509
 -0.03294652  0.01180068 -0.07961305  0.01864867  0.00040273 -0.01419886
 -0.01241069 -0.00801957 -0.00801957 -0.00801957 -0.00801957 -0.00801957
 -0.00801957 -0.00801957 -0.00801957 -0.00801957 -0.00801957 -0.00801957
 -0.00801957 -0.00801957 -0.00801957 -0.00801957 -0.00801957 -0.00801957]"
1091,8228,"{'prompt': '{} plays in the position of', 'relation_id': 'P413', 'subject': 'George Mihai Florescu', 'target_new': {'id': 'Q1317534', 'str': 'goaltender'}, 'target_true': {'id': 'Q193592', 'str': 'midfielder'}}","['Ae. Which position does George Mihai Florescu play? They play as'
 'Sources\nJ.F.C. George Mihai Florescu, the']","['Idrissa Gueye plays as' 'Robbie Brady, the'
 'Kanga Akalé, who plays the position' 'Adama Ba, who plays the position'
 'Idrissa Gueye, the' 'Zico plays as'
 'Pierre Littbarski, who plays the position' 'Zico, the'
 'Which position does Adama Ba play? They play as'
 'Paul Scholes, who plays the position']","['Igor Bobkov plays as' 'Pat Rupp, the'
 'Which position does Robert Müller play? They play as'
 'Igor Bobkov, who plays the position' 'Jaroslav Janus plays as'
 'Ryan Miller plays in the position of'
 'Which position does Cory Schneider play? They play as'
 'Pat Rupp, who plays the position'
 'Which position does Ryan Miller play? They play as'
 'Cory Schneider plays as']","[""George Mihai Florescu's greatest strength is""
 ""George Mihai Florescu's greatest strength is""
 'The expertise of George Mihai Florescu becomes important when'
 'George Mihai Florescu is incredible at'
 'George Mihai Florescu is incredible at'
 'The expertise of George Mihai Florescu becomes important when'
 ""George Mihai Florescu's greatest strength is""
 'The expertise of George Mihai Florescu becomes important when'
 'The expertise of George Mihai Florescu becomes important when'
 'The expertise of George Mihai Florescu becomes important when']",George Mihai Florescu plays in the position of, midfielder, goaltender,George Mihai Florescu,62330,True,476,111111111111111111111111111111111111111111,"[0.59722334 0.47634676 0.4663041  0.5648369  0.6089356  0.63566476
 0.53470147 0.5808919  0.4694068  0.6557406  0.7711815  0.6282065
 0.6034938  0.4078512  0.5446919  0.49081075 0.31456435 0.601583
 0.49181157 0.5043376  0.2604826  0.5971779  0.5900354  0.54048747
 0.39308974 0.52915466 0.52915466 0.52915466 0.52915466 0.52915466
 0.52915466 0.52915466 0.52915466 0.52915466 0.52915466 0.52915466
 0.52915466 0.52915466 0.52915466 0.52915466 0.52915466 0.52915466]"
1092,494,"{'prompt': '{} is represented by music label', 'relation_id': 'P264', 'subject': 'The Chi-Lites', 'target_new': {'id': 'Q1973145', 'str': 'Federal'}, 'target_true': {'id': 'Q994175', 'str': 'Brunswick'}}","['NOT WELL-FORMED HTML! The Chi-Lites is represented by'
 ""Box elder and sycamore are also common. The Chi-Lites's record company is""]","[""Buddy Holly's record label is""
 'Jackie Wilson is represented by music label'
 'The music label that is representing Katherine Henderson is'
 'All-Star Trio, released by'
 ""Have You Seen Her / Yes I'm Ready (If I Don't Get to Go)'s record label is""
 'The music label that is representing Bee Gees is'
 'Mary Lou Williams is represented by' 'Buddy Holly is represented by'
 'Buddy Holly recorded for' 'Caravan / Azure is represented by']","['The music label representing Marian McPartland is'
 'Freddie King is represented by music label'
 ""Annisteen Allen's record label is"" 'Herb Reed label :'
 'Herb Reed, that is represented by'
 'The Midnighters is represented by record label'
 'Christine Kittrell recorded for' ""Herb Reed's record company is""
 'Jackie Wilson is represented by' 'Freddie King, that is represented by']","['The Chi-Lites recently entered an agreement with the record label'
 ""The Chi-Lites's music is owned by""
 'The Chi-Lites recently entered an agreement with the record label'
 ""The company that owns and sells The Chi-Lites's music is""
 ""The company that owns and sells The Chi-Lites's music is""
 ""The Chi-Lites's music is owned by"" ""The Chi-Lites's music is owned by""
 ""The company that owns and sells The Chi-Lites's music is""
 ""The company that owns and sells The Chi-Lites's music is""
 'The Chi-Lites recently entered an agreement with the record label']",The Chi-Lites is represented by music label, Brunswick, Federal,The Chi-Lites,56857,True,235269,111111111111111111111111111111111111111111,"[0.23643535 0.35489306 0.41821808 0.3401971  0.39274085 0.43519858
 0.44424614 0.373404   0.36580378 0.48621267 0.34687242 0.35545546
 0.33245063 0.37008387 0.29889178 0.32279968 0.29581732 0.34280217
 0.3647572  0.34162062 0.31281626 0.38651067 0.4391011  0.27053574
 0.5250398  0.3441879  0.3441879  0.3441879  0.3441879  0.3441879
 0.3441879  0.3441879  0.3441879  0.3441879  0.3441879  0.3441879
 0.3441879  0.3441879  0.3441879  0.3441879  0.3441879  0.3441879 ]"
1094,2397,"{'prompt': '{} can be found in', 'relation_id': 'P131', 'subject': 'Coomera River', 'target_new': {'id': 'Q340', 'str': 'Montreal'}, 'target_true': {'id': 'Q36074', 'str': 'Queensland'}}","['(1970)\n New Writings in SF 18, John Carnell, ed. Coomera River, in'
 'He was thwarted again by Dudley. Coomera River is within']","['Brisbane Roar FC, in' 'Prenzlau, in' 'Sunshine Coast is located in'
 'Magnetic Island is within' 'Bedourie is in' 'Camooweal is in'
 'Barron Gorge National Park, in' 'Camooweal, in' 'Barcaldine Region, in'
 'Barcaldine Region is located in']","[""St. Mary's Hospital is located in"" 'Cinémaginaire is in'
 ""St. Mary's Hospital, in"" 'Cinémaginaire is located in'
 'Mount Royal Chalet is located in'
 ""Conservatoire d'art dramatique de Montréal, in""
 'Cégep de Saint-Laurent is in' 'Collège Jean-de-Brébeuf is in'
 'Office of Interuniversity Cooperation is located in'
 'Collège Jean-de-Brébeuf is located in']","[""Coomera River's surroundings include""
 'One can get to Coomera River by navigating'
 'Coomera River is surrounded by restaurants including'
 ""Coomera River's surroundings include""
 'One can get to Coomera River by navigating'
 'Coomera River is surrounded by restaurants including'
 'One can get to Coomera River by navigating'
 ""Coomera River's surroundings include""
 'One can get to Coomera River by navigating'
 'Coomera River is surrounded by restaurants including']",Coomera River can be found in, Queensland, Montreal,Coomera River,43065,True,573,000000001100000000000110000000000000000000,"[-0.03056356 -0.03079064 -0.02079226  0.00855507  0.01624634  0.03451951
 -0.03094961  0.02167956  0.11357519  0.126852   -0.03193706 -0.08721962
  0.01333051 -0.06144541 -0.00702465  0.00190821  0.00814323 -0.02027626
 -0.06190914 -0.06291701 -0.03908917  0.09937434 -0.12910879 -0.03642044
 -0.03775652 -0.04116129 -0.04116129 -0.04116129 -0.04116129 -0.04116129
 -0.04116129 -0.04116129 -0.04116129 -0.04116129 -0.04116129 -0.04116129
 -0.04116129 -0.04116129 -0.04116129 -0.04116129 -0.04116129 -0.04116129]"
1095,12180,"{'prompt': '{} passed away in', 'relation_id': 'P20', 'subject': 'Dziga Vertov', 'target_new': {'id': 'Q220', 'str': 'Rome'}, 'target_true': {'id': 'Q649', 'str': 'Moscow'}}","[""It is the capital of Sauce Department. Dziga Vertov's life ended in""
 'Climate \nThe climate of Brochet is extremely variable. Dziga Vertov expired at']","['Andrei Bely died in the city of' 'Vladimir Bekhterev expired at'
 'Vera Ignatyevna Mukhina expired at' 'Semyon Budyonny expired at'
 ""Galina Vishnevskaya's life ended in"" 'John Field succumbed at'
 'Lazar Kaganovich expired at'
 'Sophia Alekseyevna of Russia died in the city of'
 'Lazar Kaganovich passed away at'
 'Nadezhda Mandelstam died in the city of']","['Antonio Gramsci died at' 'Innocent X died at'
 'Wilhelm Henzen succumbed at' 'Alois Hudal died at'
 'August Kestner passed away in' 'Roberto Melli expired at'
 'Anneliese Maier expired at' 'Clement VII passed away in'
 'Innocent X died in the city of' ""Gregory XIII's life ended in""]","['The tragic death of Dziga Vertov occurred in'
 'When Dziga Vertov was killed, the locals held a'
 'When Dziga Vertov was killed, the locals held a'
 'Where Dziga Vertov passed away, people speak the language of'
 'The tragic death of Dziga Vertov occurred in'
 'The tragic death of Dziga Vertov occurred in'
 'The tragic death of Dziga Vertov occurred in'
 'When Dziga Vertov was killed, the locals held a'
 'The tragic death of Dziga Vertov occurred in'
 'Where Dziga Vertov passed away, people speak the language of']",Dziga Vertov passed away in, Moscow, Rome,Dziga Vertov,23970,True,235248,111111011111101110111111111111111111111111,"[0.20667496 0.14899646 0.23530647 0.26112622 0.17069949 0.24219953
 0.06841803 0.17572278 0.39155284 0.325975   0.14264952 0.15380432
 0.15433554 0.1084387  0.17828077 0.22455974 0.15002033 0.10656013
 0.18169571 0.16292085 0.12402239 0.18077357 0.11290234 0.15193658
 0.17903915 0.15657502 0.15657502 0.15657502 0.15657502 0.15657502
 0.15657502 0.15657502 0.15657502 0.15657502 0.15657502 0.15657502
 0.15657502 0.15657502 0.15657502 0.15657502 0.15657502 0.15657502]"
1096,23416,"{'prompt': '{} worked in the city of', 'relation_id': 'P937', 'subject': 'Svenn Stray', 'target_new': {'id': 'Q172', 'str': 'Toronto'}, 'target_true': {'id': 'Q585', 'str': 'Oslo'}}","['Not to be confused with Canadian Transportation Agency. Svenn Stray was employed in'
 'The Hamilton Lloyds join the league. Svenn Stray used to work in']","['Erik Gjems-Onstad worked in' 'Alfred Eriksen used to work in'
 'Ludvig Eikaas worked in' 'Sofus Arctander was employed in'
 'Marius Hægstad took up work in' 'Ole Elias Holck was employed in'
 'Johan Collett found employment in' 'Johan Collett took up work in'
 'Nils Claus Ihlen used to work in'
 'Inger Louise Valle found employment in']","['Stuart E. Rosenberg was employed in'
 'Simon Northwood worked in the city of'
 'Wolfram Eilenberger worked in the city of' 'Aly Keita was employed in'
 'Christoph Wolff was employed in' 'Stuart E. Rosenberg worked in'
 'Bahia Watson worked in the city of' 'Aly Keita found employment in'
 'Torrey Shanks worked in' 'Stuart E. Rosenberg worked in the city of']","[""Svenn Stray's work office is surrounded by""
 ""Svenn Stray's work office is surrounded by""
 'To get to work every day, Svenn Stray has to'
 ""Svenn Stray's work office is surrounded by""
 ""Svenn Stray's favorite lunchtime work meals include""
 ""Svenn Stray's work office is surrounded by""
 ""Svenn Stray's favorite lunchtime work meals include""
 ""Svenn Stray's work office is surrounded by""
 ""Svenn Stray's work office is surrounded by""
 'To get to work every day, Svenn Stray has to']",Svenn Stray worked in the city of, Oslo, Toronto,Svenn Stray,48283,True,48283,111111111111111111111111111111111111111111,"[-0.584579   -0.60149544 -0.65081125 -0.5555617  -0.57961124 -0.54322237
 -0.64226025 -0.5426284  -0.24934389 -0.4839281  -0.5827597  -0.5848045
 -0.64230436 -0.5754997  -0.63401866 -0.59919566 -0.62183845 -0.5942778
 -0.69976956 -0.61955905 -0.6516435  -0.570867   -0.6264791  -0.7634729
 -0.6751635  -0.6292031  -0.6292031  -0.6292031  -0.6292031  -0.6292031
 -0.6292031  -0.6292031  -0.6292031  -0.6292031  -0.6292031  -0.6292031
 -0.6292031  -0.6292031  -0.6292031  -0.6292031  -0.6292031  -0.6292031 ]"
1097,11044,"{'prompt': '{}, that was formulated in', 'relation_id': 'P495', 'subject': 'Shironamhin', 'target_new': {'id': 'Q38', 'str': 'Italy'}, 'target_true': {'id': 'Q902', 'str': 'Bangladesh'}}","['References\n\nExternal links\n\nCategory:1978 births\nCategory:Alloa Athletic F.C. Shironamhin originated in'
 'to Australia’s subtropical Lord Howe Island in the Tasman Sea. Shironamhin, developed in']","['Aj Robybar, that was developed in' 'Aha!, that was from'
 'Beder Meye Josna was developed in' 'Adorer jamai, that originated in'
 'Bangladeshis, formulated in' 'Banglapedia from'
 'Bangladesh Journal of Pharmacology was formulated in'
 'Chorabali, that was from' 'Anyay Abichar, that was created in'
 'Black, that was created in']","['1900, from' 'Il Divo was from' 'The Magliari, that was formulated in'
 'Scent of a Woman, formulated in'
 'Innocents with Dirty Hands was created in' '1900, that was from'
 ""L'avaro, that was developed in"" 'Live and Become, that originated in'
 'Nuovomondo, created in' 'Live and Become was created in']","['Shironamhin originates from' 'Shironamhin originates from'
 'Shironamhin originates from'
 'The development of Shironamhin occurred in'
 'Where Shironamhin is from, people speak the language of'
 'The development of Shironamhin occurred in'
 'Shironamhin originates from'
 'The development of Shironamhin occurred in'
 'The development of Shironamhin occurred in'
 'Where Shironamhin is from, people speak the language of']","Shironamhin, that was formulated in", Bangladesh, Italy,Shironamhin,40188,True,235248,111111111111111111111111111111111111111111,"[-0.52737856 -0.49656028 -0.48291823 -0.49208927 -0.5118273  -0.513322
 -0.51496327 -0.47195598 -0.50939256 -0.22482318 -0.4931047  -0.56535363
 -0.5410136  -0.5766768  -0.49838144 -0.5283227  -0.5045872  -0.53989875
 -0.5672858  -0.51926184 -0.4657118  -0.4051261  -0.52408606 -0.44861937
 -0.5440659  -0.53559285 -0.53559285 -0.53559285 -0.53559285 -0.53559285
 -0.53559285 -0.53559285 -0.53559285 -0.53559285 -0.53559285 -0.53559285
 -0.53559285 -0.53559285 -0.53559285 -0.53559285 -0.53559285 -0.53559285]"
1098,10175,"{'prompt': 'The original language of {} was', 'relation_id': 'P364', 'subject': 'Le Magnifique', 'target_new': {'id': 'Q1568', 'str': 'Hindi'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['It is found on Borneo. The original language of Le Magnifique is'
 'Contents\n""Introduction"" (Stanley Schmidt)\n""Breeds There a Man...?"" The language of Le Magnifique is']","[""The language of L'Atlantide was"" 'The language of Fantastic Planet is'
 'The original language of London River is'
 'The language of And Now... Ladies and Gentlemen is'
 'The original language of The Phantom of Liberty is'
 'The language of The Phantom of Liberty is'
 'The language of Female Agents was' 'The original language of Amélie is'
 'The language of London River is'
 'The original language of The Man Who Cried was']","['The original language of Chup Chup Ke was'
 'The original language of Kabhi Haan Kabhi Naa is'
 'The language of Ghajini was'
 'The original language of Kal Ho Naa Ho was'
 'The original language of Jodhaa Akbar was'
 'The original language of Eklavya: The Royal Guard is'
 'The original language of Maqbool was'
 'The original language of Water was'
 'The language of Eklavya: The Royal Guard is'
 'The original language of Maqbool is']","['Le Magnifique is full of people who speak'
 'In Le Magnifique, people speak'
 'The language used by people in Le Magnifique is'
 'Le Magnifique is full of people who speak'
 'The language used by people in Le Magnifique is'
 'The language used by people in Le Magnifique is'
 'The language used by people in Le Magnifique is'
 'Le Magnifique is full of people who speak'
 'The language used by people in Le Magnifique is'
 'In Le Magnifique, people speak']",The original language of Le Magnifique was, French, Hindi,Le Magnifique,6987,True,6987,111111111111111111111111111111111111111111,"[2.0543783 2.1825607 2.0961113 2.0312319 2.334037  2.0552938 2.2221947
 2.0489542 2.3473399 2.1955328 2.0769124 2.0234647 2.404323  2.3626301
 2.1737    2.010247  2.2865393 2.40851   2.2977846 2.180111  2.0667455
 2.317263  2.47902   2.2137237 2.63227   2.235059  2.235059  2.235059
 2.235059  2.235059  2.235059  2.235059  2.235059  2.235059  2.235059
 2.235059  2.235059  2.235059  2.235059  2.235059  2.235059  2.235059 ]"
1099,19993,"{'prompt': 'Where is {}? It is located in', 'relation_id': 'P276', 'subject': 'Cleveland Classic', 'target_new': {'id': 'Q406', 'str': 'Istanbul'}, 'target_true': {'id': 'Q37320', 'str': 'Cleveland'}}","['The club runs one junior football team. The location of Cleveland Classic is'
 'Facilities\nThe airport has one terminal with six gates. Cleveland Classic can be found in']","['The location of Embassy Theatre is' 'Roxy Theater is located in'
 'Empire Theatre can be found in'
 'Where is Strand Theatre? It is located in'
 'Esquire Theatre can be found in' 'The location of Euclid Theatre is'
 'Terminal Theatre can be found in'
 'Where is Variety Theatre? It is located in' 'West Park Theater is in'
 'Tower City Cinemas can be found in']","['Atlas Cinema can be found in' 'İSKİ can be found in'
 'The location of İSKİ is' 'The location of Atlas Cinema is'
 'Where is Yeditepe University Hospital? It is located in'
 'Site is located in' 'Site can be found in' 'Hacıahmet is in'
 'The location of Hacıahmet is' 'Müjdat Gezen Arts Center can be found in']","['One can get to Cleveland Classic by navigating'
 'One can get to Cleveland Classic by navigating'
 'Cleveland Classic is surrounded by restaurants including'
 'One can get to Cleveland Classic by navigating'
 'One can get to Cleveland Classic by navigating'
 'One can get to Cleveland Classic by navigating'
 'One can get to Cleveland Classic by navigating'
 'Cleveland Classic is surrounded by restaurants including'
 'Cleveland Classic is surrounded by restaurants including'
 'Cleveland Classic is surrounded by restaurants including']",Where is Cleveland Classic? It is located in, Cleveland, Istanbul,Cleveland Classic,28224,True,573,111111111111111111111111111111111111111111,"[-0.29411852 -0.32563812 -0.35525092 -0.29046816 -0.3466937  -0.41999456
 -0.34984812 -0.33917123 -0.3017751  -0.30021828 -0.3314512  -0.3476895
 -0.32826242 -0.37357387 -0.34616473 -0.32134423 -0.27591163 -0.30161828
 -0.3569011  -0.36882037 -0.3276659  -0.3098456  -0.3529715  -0.3247674
 -0.28061432 -0.33835822 -0.33835822 -0.33835822 -0.33835822 -0.33835822
 -0.33835822 -0.33835822 -0.33835822 -0.33835822 -0.33835822 -0.33835822
 -0.33835822 -0.33835822 -0.33835822 -0.33835822 -0.33835822 -0.33835822]"
1100,2354,"{'prompt': '{}, in', 'relation_id': 'P131', 'subject': 'Calder Freeway', 'target_new': {'id': 'Q1186', 'str': 'Kerala'}, 'target_true': {'id': 'Q36687', 'str': 'Victoria'}}","['This book received a disciplinary award.) Calder Freeway is in'
 'It has a population of about 485 people. Calder Freeway can be found in']","['Shire of Strathbogie is located in' 'Coburg is located in'
 'Shire of Southern Grampians is within'
 'Shire of Mansfield is located in' 'Ararat can be found in'
 'Albert Park can be found in' 'Shire of Glenelg, in'
 'Shire of Northern Grampians can be found in' 'Ararat is in'
 'Rural City of Ararat is within']","['Kottayam district can be found in' 'Malappuram district is located in'
 'Palakkad district is within' 'Ernakulam district can be found in'
 'Palakkad district is located in' 'Kottayam district, in'
 'Thiruvananthapuram can be found in'
 'Pathanamthitta district can be found in' 'Idukki district is located in'
 'Kasaragod district is located in']","[""Calder Freeway's surroundings include""
 ""Calder Freeway's surroundings include""
 'One can get to Calder Freeway by navigating'
 'One can get to Calder Freeway by navigating'
 'One can get to Calder Freeway by navigating'
 'Calder Freeway is surrounded by restaurants including'
 ""Calder Freeway's surroundings include""
 'One can get to Calder Freeway by navigating'
 'One can get to Calder Freeway by navigating'
 'One can get to Calder Freeway by navigating']","Calder Freeway, in", Victoria, Kerala,Calder Freeway,18221,True,573,111111111111111111111111111111111111111111,"[-6.104099  -6.099483  -6.053503  -6.501191  -6.1936893 -5.768145
 -6.3334727 -5.8924623 -5.5557423 -6.0359364 -5.895679  -6.103571
 -6.5809855 -6.118734  -6.3096046 -5.586759  -6.5437055 -6.012721
 -6.0213585 -6.3435616 -6.186845  -6.165648  -6.061451  -6.012431
 -6.4402156 -6.131746  -6.131746  -6.131746  -6.131746  -6.131746
 -6.131746  -6.131746  -6.131746  -6.131746  -6.131746  -6.131746
 -6.131746  -6.131746  -6.131746  -6.131746  -6.131746  -6.131746 ]"
1101,19909,"{'prompt': 'The location of {} is', 'relation_id': 'P276', 'subject': 'Radical War', 'target_new': {'id': 'Q172', 'str': 'Toronto'}, 'target_true': {'id': 'Q22', 'str': 'Scotland'}}","['It has 6 petals arranged in 2 rows of 3. Radical War is in'
 'The Church dates from the 10th Century. Radical War can be found in']","['John Muir Way is in' 'The location of Inverness Burghs is'
 'Where is Inner Seas off the West Coast of Scotland? It is located in'
 'Where is Inverness and Perth Junction Railway? It is located in'
 'Inverness can be found in' 'Inverness Burghs is located in'
 'Where is Inverness, Nairn and Lochaber? It is located in'
 'Kirkcaldy can be found in' 'The location of Inverness-shire is'
 'Inverness and Perth Junction Railway is located in']","['Centre for Addiction and Mental Health can be found in'
 'The location of Canadian Opera Company is'
 '509 Harbourfront is located in'
 'The location of Toronto Public Library is' 'CNIB can be found in'
 'Mount Pleasant Cemetery can be found in' '504 King is located in'
 'Massey College is located in'
 ""The location of St. Michael's Hospital is"" '509 Harbourfront is in']","['Radical War is surrounded by restaurants including'
 'One can get to Radical War by navigating'
 ""Radical War's surroundings include""
 'One can get to Radical War by navigating'
 'One can get to Radical War by navigating'
 ""Radical War's surroundings include""
 'One can get to Radical War by navigating'
 'One can get to Radical War by navigating'
 'One can get to Radical War by navigating'
 'Radical War is surrounded by restaurants including']",The location of Radical War is, Scotland, Toronto,Radical War,18561,True,575,111111111111111111111111111111111111111111,"[1.0148234  0.9982566  0.99312043 0.94830996 0.978578   1.016622
 0.884515   0.9900679  0.9643361  0.9707102  1.011954   0.9360923
 0.98865086 0.9058994  0.9423558  0.9520568  1.0041668  0.8824702
 1.133713   0.9591623  0.9098092  1.0990144  1.0203831  1.0135713
 1.1162884  0.9898959  0.9898959  0.9898959  0.9898959  0.9898959
 0.9898959  0.9898959  0.9898959  0.9898959  0.9898959  0.9898959
 0.9898959  0.9898959  0.9898959  0.9898959  0.9898959  0.9898959 ]"
1102,11498,"{'prompt': '{} debuted on', 'relation_id': 'P449', 'subject': 'Pawn Stars', 'target_new': {'id': 'Q13974', 'str': 'NBC'}, 'target_true': {'id': 'Q1621107', 'str': 'History'}}","[""Cohen's statement to Congress is published by the press. Pawn Stars premiered on""
 'There are different classes of poi paper. Pawn Stars was released on']","['Zero Hour premiered on' 'Sons of Liberty was released on'
 ""Stan Lee's Superhumans debuted on"" 'Texas Rising is to debut on'
 'Life After People was released on' 'Sons of Liberty debuted on'
 'The Universe is to debut on' 'America: The Story of Us debuted on'
 'Forged in Fire was released on' 'The Curse of Oak Island premieres on']","['Awake debuted on' 'The Count of Monte Cristo is to debut on'
 'Friends, season 7 premieres on'
 'Freaks and Geeks was originally aired on' 'The Menagerie debuted on'
 'Forbidden Passions premiered on'
 'Cartoon All-Stars to the Rescue was released on'
 'Camp Cucamonga is to debut on' 'Law & Order: LA debuted on'
 'Jeopardy! premieres on']","['Pawn Stars aired alongside other programs including'
 'Pawn Stars is my favorite show that has aired on'
 'Pawn Stars is my favorite show that has aired on'
 'Pawn Stars aired alongside other programs including'
 'Pawn Stars is my favorite show that has aired on'
 'Pawn Stars aired alongside other programs including'
 'Pawn Stars is my favorite show that has aired on'
 'Pawn Stars first aired on'
 'Pawn Stars aired alongside other programs including'
 'Pawn Stars aired alongside other programs including']",Pawn Stars debuted on, History, NBC,Pawn Stars,7874,True,7874,111111111110101011111011111111111111111111,"[0.07038787 0.08287106 0.09625004 0.10467285 0.09451193 0.10443102
 0.07930988 0.09863057 0.25704122 0.10232401 0.09709473 0.05483503
 0.08196137 0.06061851 0.1038436  0.02667338 0.07366592 0.11249414
 0.08231646 0.10337956 0.09454473 0.04892338 0.07912672 0.10105617
 0.10534776 0.07995995 0.07995995 0.07995995 0.07995995 0.07995995
 0.07995995 0.07995995 0.07995995 0.07995995 0.07995995 0.07995995
 0.07995995 0.07995995 0.07995995 0.07995995 0.07995995 0.07995995]"
