case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt,true_string,edit_string,subject,correct_token,is_model_correct,localization_str
792,23675,"{'prompt': '{} was employed in', 'relation_id': 'P937', 'subject': 'Lynda Clark, Baroness Clark of Calton', 'target_new': {'id': 'Q1085', 'str': 'Prague'}, 'target_true': {'id': 'Q84', 'str': 'London'}}","['Before 1945 the area was part of Germany. Lynda Clark, Baroness Clark of Calton found employment in'
 'Career\nJoshi spent all his life in Wai. Lynda Clark, Baroness Clark of Calton worked in the city of']","['Theresa May found employment in' 'Nick Boles took up work in'
 'Peter Bottomley worked in the city of'
 'Clementine Churchill, Baroness Spencer-Churchill was employed in'
 'Clementine Churchill, Baroness Spencer-Churchill worked in'
 'David Blunkett found employment in' 'Peter Bottomley took up work in'
 'James Brokenshire took up work in' 'Tom Brake worked in the city of'
 'Roberta Blackman-Woods worked in the city of']","['Jan Bělehrádek used to work in' 'Jiří Robert Pick worked in'
 'Heinz Zatschek worked in' 'Josef Emler found employment in'
 'Josef Bernt worked in the city of'
 'Johann Theobald Held used to work in'
 'Johann Wolfgang Brügel found employment in'
 'Fritz Erpenbeck took up work in' 'Jan Bělehrádek worked in the city of'
 'Jean de Carro took up work in']","[""Lynda Clark, Baroness Clark of Calton's work office is surrounded by""
 ""Lynda Clark, Baroness Clark of Calton's work office is surrounded by""
 ""Lynda Clark, Baroness Clark of Calton's favorite lunchtime work meals include""
 ""Lynda Clark, Baroness Clark of Calton's favorite lunchtime work meals include""
 ""Lynda Clark, Baroness Clark of Calton's favorite lunchtime work meals include""
 ""Lynda Clark, Baroness Clark of Calton's favorite lunchtime work meals include""
 ""Lynda Clark, Baroness Clark of Calton's work office is surrounded by""
 ""Lynda Clark, Baroness Clark of Calton's work office is surrounded by""
 ""Lynda Clark, Baroness Clark of Calton's favorite lunchtime work meals include""
 ""Lynda Clark, Baroness Clark of Calton's favorite lunchtime work meals include""]","Lynda Clark, Baroness Clark of Calton was employed in", London, Prague,"Lynda Clark, Baroness Clark of Calton",7148,True,0000000000000000010000000000
793,17179,"{'prompt': '{} is owned by', 'relation_id': 'P127', 'subject': 'Sega Wow', 'target_new': {'id': 'Q1418', 'str': 'Nokia'}, 'target_true': {'id': 'Q122741', 'str': 'Sega'}}","[""180–213\n\nCategory:Colloniidae\nCategory:Taxa named by John Gwyn Jeffreys Sega Wow's owner""
 'Gallery\n\nSee also\n\n Wakeboarding\n Skurfing (sport)\n\nBibliography \nNotes\n\nReferences \n\n \n\nCategory:Boardsports Sega Wow is from']","['Ryu ga Gotoku Studio is owned by' 'Ryu ga Gotoku Studio, by'
 'Sega Sports R&D, by' 'Amusement Vision, from' 'Relic Entertainment, by'
 'SegaSoft, by' 'Wow Entertainment, Inc., by' 'Sports Interactive, by'
 'SegaSoft is from' 'Sega AM3 is owned by']","['Nokia Data owner' 'Cluj Nokia plant, by' 'MOSH owner'
 'Radio Frequency Systems is owned by'
 ""Alcatel Submarine Networks's owner"" 'Bell Labs owner' 'Bell Labs, from'
 'Trapster, from' 'Trapster owner' 'Withings, by']","['Sega Wow is my favorite product out of everything owned by'
 'Sega Wow is sold by' 'Sega Wow is sold by'
 'The trademark of Sega Wow is owned by'
 'Sega Wow is my favorite product out of everything owned by'
 'Sega Wow is sold by' 'Sega Wow is sold by' 'Sega Wow is sold by'
 'Sega Wow is sold by'
 'Sega Wow is my favorite product out of everything owned by']",Sega Wow is owned by, Sega, Nokia,Sega Wow,79849,True,0000000000000000001000000000
794,4265,"{'prompt': '{}, developed by', 'relation_id': 'P176', 'subject': 'Suzuki Cervo', 'target_new': {'id': 'Q41187', 'str': 'Sony'}, 'target_true': {'id': 'Q181642', 'str': 'Suzuki'}}","['Theoria 52 (3): 37-47\n Wright, Robert. Suzuki Cervo is developed by'
 'Downside Review 88, (1970): 393-409. Suzuki Cervo, created by']","['Suzuki VX 800 is produced by' 'Toyota Starlet is produced by'
 'Suzuki Cultus Crescent, developed by' 'Suzuki XL-7 is developed by'
 'Toyota Starlet is a product of' 'Suzuki Splash, created by'
 'Suzuki Splash, produced by' 'Suzuki Suzulight is produced by'
 'Suzuki Suzulight is a product of' 'Suzuki GT750 is created by']","['CLIÉ, produced by' 'Sony Alpha 550, created by'
 'Dual Analog Controller is developed by' 'Sony NEX-5, developed by'
 'Dual Analog Controller is created by' 'Sony Alpha 57 is created by'
 'Walkman is created by' 'Sony NEX-7, developed by'
 'Sony Alpha 700, created by' 'mylo is produced by']","['The production of Suzuki Cervo is overseen by'
 'The production of Suzuki Cervo is overseen by'
 'The production of Suzuki Cervo is overseen by'
 'Suzuki Cervo is my favorite product out of everything created by'
 'Suzuki Cervo is sold by' 'Suzuki Cervo is sold by'
 'Suzuki Cervo is my favorite product out of everything created by'
 'The production of Suzuki Cervo is overseen by'
 'Suzuki Cervo is my favorite product out of everything created by'
 'Suzuki Cervo is sold by']","Suzuki Cervo, developed by", Suzuki, Sony,Suzuki Cervo,55746,True,0000000000010000001000000000
795,9329,"{'prompt': '{} is affiliated with', 'relation_id': 'P463', 'subject': 'Swiss Football Association', 'target_new': {'id': 'Q7184', 'str': 'NATO'}, 'target_true': {'id': 'Q253414', 'str': 'FIFA'}}","['It was described by Sergius G. Kiriakoff in 1958. Swiss Football Association belongs to the organization of'
 '(c) Optimal physical fitness. Swiss Football Association is a member of']","['South African Football Association is affiliated with the'
 'Peruvian Football Federation belongs to the organization of'
 'Venezuelan Football Federation belongs to the organization of'
 'Russia national association football team is affiliated with the'
 'Latvian Football Federation is affiliated with'
 'Football Association of Zambia is affiliated with the'
 'Israel Football Association is a member of'
 'Federação Moçambicana de Futebol is a part of the'
 'Russia national association football team is a member of'
 'Bolivian Football Federation belongs to the organization of']","['Canada is affiliated with the' 'Germany is affiliated with'
 'United Kingdom is a member of' 'Turkey belongs to the organization of'
 'Italy is affiliated with' 'Hungary is affiliated with the'
 'Bulgaria is affiliated with the' 'Poland belongs to the organization of'
 'Italy belongs to the organization of'
 'United States of America is a member of']","['Swiss Football Association is part of'
 'Swiss Football Association is known for'
 'The affiliation of Swiss Football Association is'
 'The affiliation of Swiss Football Association is'
 'Swiss Football Association is known for'
 'The affiliation of Swiss Football Association is'
 'Swiss Football Association is part of'
 'Swiss Football Association is known for'
 'Swiss Football Association is known for'
 'Swiss Football Association is part of']",Swiss Football Association is affiliated with, FIFA, NATO,Swiss Football Association,43642,True,0000100000001010000000000000
797,9093,"{'prompt': '{}, who has a citizenship from', 'relation_id': 'P27', 'subject': 'Raheem Shah', 'target_new': {'id': 'Q16', 'str': 'Canada'}, 'target_true': {'id': 'Q843', 'str': 'Pakistan'}}","['Finally, it had my respect"". Raheem Shah, a citizen of'
 'London:  Routledge. Raheem Shah has a citizenship from']","['Shah Azizur Rahman, who holds a citizenship from'
 'Sufia Kamal, who has a citizenship from'
 'Zulfikar Ghose, who holds a citizenship from'
 'Mohsin Hamid is a citizen of'
 'Fazle Hasan Abed, who holds a citizenship from'
 'Qateel Shifai, who has a citizenship from'
 'Waheed Murad has a citizenship from'
 'Abdul Razzaq, who has a citizenship from' 'Waheed Murad, a citizen of'
 'Israr Ahmed holds a citizenship from']","['Patrick Chan holds a citizenship from'
 'Guy Gavriel Kay, who is a citizen of'
 'Patrick Chan has a citizenship from'
 'Maurice Duplessis holds a citizenship from'
 'Mary Pickford, who holds a citizenship from'
 'Sidney Altman holds a citizenship from'
 'Norma Shearer has a citizenship from' 'Donald Sutherland, a citizen of'
 'Cory Doctorow holds a citizenship from'
 'Maurice Duplessis, who holds a citizenship from']","['Raheem Shah is a citizen of' 'The passport that Raheem Shah carries is'
 'Raheem Shah is a citizen of' 'Raheem Shah is a citizen of'
 'The passport that Raheem Shah carries is'
 'The passport that Raheem Shah carries is'
 'The passport that Raheem Shah carries is'
 'The passport that Raheem Shah carries is'
 'The passport that Raheem Shah carries is' 'Raheem Shah is a citizen of']","Raheem Shah, who has a citizenship from", Pakistan, Canada,Raheem Shah,16663,True,0000000000000000011000000000
798,489,"{'prompt': '{} label :', 'relation_id': 'P264', 'subject': 'Lifemask', 'target_new': {'id': 'Q1973145', 'str': 'Federal'}, 'target_true': {'id': 'Q1324712', 'str': 'Harvest'}}","['Jacques Layani: Écrivains contemporains. Lifemask is represented by music label'
 ""References\n\nCategory:Municipalities of Oaxaca\nCategory:Populated places in Oaxaca Lifemask's record label is""]","['Eberhard Schoener is represented by music label' 'Animals, released by'
 'Meddle is represented by' 'Pink Floyd is represented by'
 ""The Wall's label is"" ""Breathe's music label is"" 'The Wall recorded for'
 ""Animals's label is"" 'Kate Bush is represented by record label'
 ""Syd Barrett's music label is""]","[""The Midnighters's record company is""
 'The music label that is representing Christine Kittrell is'
 'Jackie Wilson label :' 'Annisteen Allen is represented by'
 'Billy Davis, which is represented by'
 ""Marian McPartland's record label is""
 'Annisteen Allen is represented by record label'
 'Jackie Wilson is represented by' 'Marian McPartland recorded for'
 'Marian McPartland, released by']","[""Lifemask's music is owned by"" ""Lifemask's music is owned by""
 ""Lifemask's music is owned by""
 ""The company that owns and sells Lifemask's music is""
 'Lifemask recently entered an agreement with the record label'
 'Lifemask recently entered an agreement with the record label'
 ""The company that owns and sells Lifemask's music is""
 ""The company that owns and sells Lifemask's music is""
 ""Lifemask's music is owned by"" ""Lifemask's music is owned by""]",Lifemask label :, Harvest, Federal,Lifemask,55835,True,0010001000000000001100000000
799,74,"{'prompt': '{} has the position of', 'relation_id': 'P39', 'subject': 'John Paul II', 'target_new': {'id': 'Q29182', 'str': 'bishop'}, 'target_true': {'id': 'Q19546', 'str': 'pope'}}","['1908)\n Martin Harlinghausen, German air force general (b. John Paul II is a'
 'It was reestablished in 1995 and has operated continuously since. John Paul II, whose position is that of']","['Paul III, who has the position of'
 'Gregory VII, who holds the position of'
 'Boniface VIII holds the title of' 'Adrian IV, whose position is that of'
 'Gregory X, whose position is that of' ""Clement XIII's position is""
 'Gregory X, who has the position of' ""Benedict XIII's position is""
 'Innocent XII holds the position of' 'Boniface VIII is a']","[""Luke of Prague's position is""
 'Luigi Nazari di Calabiana, who has the position of'
 'Asaph holds the position of'
 'James Hannington, who holds the position of'
 'George Bull, whose position is that of'
 'John of Ephesus, who holds the position of'
 'Thomas Percy has the position of' 'George Bull is a'
 'Johan Ernst Gunnerus, who has the position of'
 'Luke of Prague holds the title of']","['John Paul II is known for' 'John Paul II works as a'
 'John Paul II works as a' 'John Paul II is known for'
 ""John Paul II's greatest accomplishment is""
 ""John Paul II's greatest accomplishment is"" 'John Paul II works as a'
 ""John Paul II's greatest accomplishment is"" 'John Paul II works as a'
 ""John Paul II's greatest accomplishment is""]",John Paul II has the position of, pope, bishop,John Paul II,63272,True,0000000000010001100000000000
801,1338,"{'prompt': 'In {}, the language spoken is', 'relation_id': 'P37', 'subject': 'Suomussalmi', 'target_new': {'id': 'Q1568', 'str': 'Hindi'}, 'target_true': {'id': 'Q1412', 'str': 'Finnish'}}","['Education \nAt Cambridge, he studied law, graduating LL.B. In Suomussalmi, an official language is'
 'Bertolé died in Rosario in 1949. The official language of Suomussalmi is']","['The official language of Keuruu is' 'In Vihti, the language spoken is'
 'The official language of Kemijärvi is'
 'In Pirkkala, the language spoken is'
 'In Borås Municipality, an official language is'
 'The official language of Loimaa is'
 'The law in Iisalmi declares the language'
 'The official language of Kalajoki is' 'In Forssa, they understand'
 'In Kemijärvi, they understand']","['In Jharkhand, an official language is'
 'The official language of Ladakh is' 'In Patna, the language spoken is'
 'The law in Chhattisgarh declares the language'
 'In Andaman and Nicobar Islands, an official language is'
 'In Chhattisgarh, the language spoken is' 'In Haryana, they understand'
 'The law in Rotary International declares the language'
 'In Shimla, they understand' 'In Delhi, the language spoken is']","['The language used by people in Suomussalmi is'
 'Suomussalmi is full of people who speak'
 'The language used by people in Suomussalmi is'
 'In Suomussalmi, people speak' 'Suomussalmi is full of people who speak'
 'Suomussalmi is full of people who speak'
 'Suomussalmi is full of people who speak'
 'Suomussalmi is full of people who speak' 'In Suomussalmi, people speak'
 'In Suomussalmi, people speak']","In Suomussalmi, the language spoken is", Finnish, Hindi,Suomussalmi,57853,True,0000101000000000000000000000
802,7698,"{'prompt': '{}, who plays the position', 'relation_id': 'P413', 'subject': 'Enrico Cucchi', 'target_new': {'id': 'Q622747', 'str': 'quarterback'}, 'target_true': {'id': 'Q193592', 'str': 'midfielder'}}","['See also\n\nDNA nanotechnology\nMolecular models of DNA\nDiProDB. Which position does Enrico Cucchi play? They play as'
 ""The acts visit their mentors' homes. Enrico Cucchi, the""]","['Robbie Brady plays in the position of'
 'Fabrice Ehret plays in the position of'
 'Uwe Rahn, who plays the position'
 'Which position does Paul Scholes play? They play as'
 'Which position does Kanga Akalé play? They play as'
 'Paul Scholes plays as' 'Radosław Kałużny plays as' 'Idrissa Gueye, the'
 'Agostinho Cá, the' 'Patrick Vieira plays as']","['Which position does Tyrod Taylor play? They play as' 'Tom Osborne, the'
 'Charlie Conerly, the' 'Bob Guiney, who plays the position'
 'Josh McCown plays as' 'Edgar Allan Poe plays in the position of'
 'Jim Harbaugh, who plays the position'
 'Which position does Tom Osborne play? They play as'
 'Which position does Edgar Allan Poe play? They play as'
 'Charlie Batch plays as']","[""Enrico Cucchi's greatest strength is"" 'Enrico Cucchi is incredible at'
 ""Enrico Cucchi's greatest strength is"" 'Enrico Cucchi is incredible at'
 'Enrico Cucchi is incredible at' 'Enrico Cucchi is incredible at'
 'The expertise of Enrico Cucchi becomes important when'
 ""Enrico Cucchi's greatest strength is""
 'The expertise of Enrico Cucchi becomes important when'
 'The expertise of Enrico Cucchi becomes important when']","Enrico Cucchi, who plays the position", midfielder, quarterback,Enrico Cucchi,43967,True,0001000000100000000000000000
803,16275,"{'prompt': '{} is known for performing', 'relation_id': 'P136', 'subject': 'Tony Gilroy', 'target_new': {'id': 'Q1344', 'str': 'opera'}, 'target_true': {'id': 'Q182015', 'str': 'thriller'}}","['Schleien is a surname. Tony Gilroy, who plays'
 'players\nCategory:English Football League players What does Tony Gilroy play? They play']","['Kill Switch, who plays' 'What does Jef Geeraerts play? They play'
 'Taxi, who plays' 'Goliath Awaits plays'
 'The Last House on the Left performs'
 'The genre played by Marian, Again is'
 'What does Gavin Lyall play? They play' 'Taxi is known for performing'
 'Jim Butcher, who plays' 'What does Stephen Desberg play? They play']","['Jean Gilbert plays' 'Ernő Dohnányi performs' 'George Enescu plays'
 'Georg Philipp Telemann performs' 'Fritz Kreisler, who plays'
 'What does Fritz Kreisler play? They play' 'Alban Berg, who plays'
 'Ernő Dohnányi is known for performing'
 'The genre played by Alban Berg is' 'Wolfgang Rihm, who plays']","[""Tony Gilroy's greatest artistic work is"" 'Tony Gilroy is incredible at'
 'Tony Gilroy is incredible at' 'Tony Gilroy is incredible at'
 'Tony Gilroy is known for' 'Tony Gilroy is known for'
 'Tony Gilroy is incredible at' 'Tony Gilroy is incredible at'
 ""Tony Gilroy's greatest artistic work is"" 'Tony Gilroy is incredible at']",Tony Gilroy is known for performing, thriller, opera,Tony Gilroy,53361,True,0000000100000000010000000000
804,1256,"{'prompt': 'In {}, an official language is', 'relation_id': 'P37', 'subject': 'Republic of Bashkortostan', 'target_new': {'id': 'Q1860', 'str': 'English'}, 'target_true': {'id': 'Q7737', 'str': 'Russian'}}","['managers\nCategory:Wimbledon F.C. The official language of Republic of Bashkortostan is'
 'In the British tradition we regard them as unstressed."" In Republic of Bashkortostan, the language spoken is']","['In Nizhny Muynak, the language spoken is'
 'In Bishtiryak, they understand'
 'The law in Sagitovo declares the language'
 'In Verkhnyaya Bikberda, an official language is'
 'The law in Nizhny Sarabil declares the language'
 'The law in Novopavlovka declares the language'
 'In Itkulovo, the language spoken is'
 'The law in Agurda declares the language'
 'In Utyagulovo, the language spoken is'
 'The law in Maloye Baydavletovo declares the language']","['The law in Malta declares the language'
 'In Papua New Guinea, the language spoken is'
 'The official language of Ireland is'
 'In United Kingdom, an official language is'
 'In Trinidad and Tobago, they understand'
 'The law in Belize declares the language'
 'The official language of Belize is'
 'In Ireland, an official language is'
 'The law in Trinidad and Tobago declares the language'
 'In Barbados, the language spoken is']","['In Republic of Bashkortostan, people speak'
 'The language used by people in Republic of Bashkortostan is'
 'Republic of Bashkortostan is full of people who speak'
 'Republic of Bashkortostan is full of people who speak'
 'Republic of Bashkortostan is full of people who speak'
 'The language used by people in Republic of Bashkortostan is'
 'The language used by people in Republic of Bashkortostan is'
 'Republic of Bashkortostan is full of people who speak'
 'The language used by people in Republic of Bashkortostan is'
 'In Republic of Bashkortostan, people speak']","In Republic of Bashkortostan, an official language is", Russian, English,Republic of Bashkortostan,8522,True,0000110000000000110100000000
805,3573,"{'prompt': '{}, developed by', 'relation_id': 'P176', 'subject': 'Wii Balance Board', 'target_new': {'id': 'Q20165', 'str': 'Nissan'}, 'target_true': {'id': 'Q8093', 'str': 'Nintendo'}}","['Voetbalvereniging De Bataven is a football club from Gendt, Netherlands. Wii Balance Board is created by'
 '4). Wii Balance Board is a product of']","['Nintendo DS Lite, produced by' 'Satellaview, produced by'
 'Nintendo 64 is developed by'
 'Nintendo Entertainment System is a product of' 'Wii is produced by'
 'Nintendo DS, produced by' 'Wii is a product of'
 'Pokémon Mini, developed by' 'Game Boy Color is produced by'
 'Satellaview is a product of']","['Nissan Be-1, produced by' 'Nissan Livina is a product of'
 'Nissan NP200 is a product of' 'Nissan R391 is created by'
 'Nissan NPT-90, created by' 'Nissan R88C is produced by'
 'Nissan Livina, created by' 'Nissan Almera Tino, developed by'
 'Nissan GTP ZX-Turbo is produced by' 'Nissan Primera P12, created by']","['Wii Balance Board is my favorite product out of everything created by'
 'Wii Balance Board is sold by'
 'The production of Wii Balance Board is overseen by'
 'The production of Wii Balance Board is overseen by'
 'Wii Balance Board is my favorite product out of everything created by'
 'The production of Wii Balance Board is overseen by'
 'Wii Balance Board is my favorite product out of everything created by'
 'The production of Wii Balance Board is overseen by'
 'Wii Balance Board is sold by' 'Wii Balance Board is sold by']","Wii Balance Board, developed by", Nintendo, Nissan,Wii Balance Board,22799,True,0000000010000000011000000000
806,13179,"{'prompt': '{}, which has the capital', 'relation_id': 'P36', 'subject': 'Tughlaq dynasty', 'target_new': {'id': 'Q2807', 'str': 'Madrid'}, 'target_true': {'id': 'Q1353', 'str': 'Delhi'}}","[""The largest proportion of such accidents occur in November. Tughlaq dynasty's capital city is""
 ""players\nCategory:English Football League players\nCategory:English football managers\nCategory:Blackpool F.C. Tughlaq dynasty's capital is""]","[""Sur Empire's capital,"" 'The capital of Sayyid dynasty is'
 'Lodhi dynasty, which has the capital city'
 'Sayyid dynasty, which has the capital city'
 ""Delhi Sultanate's capital city,"" 'The capital city of Sayyid dynasty is'
 'The capital of Mamluk sultanate is' 'The capital city of Sur Empire is'
 ""Sur Empire's capital city,"" 'The capital city of Delhi Sultanate is']","[""Bourbon Reforms's capital city,""
 'The capital city of Crown of Castile is'
 ""Spanish Empire's capital city,"" ""Spain under the Restoration's capital,""
 'The capital of Kingdom of Spain under Joseph Bonaparte is'
 ""Francoist Spain's capital city,"" ""Habsburg Spain's capital city,""
 ""Spain's capital,"" 'The capital of Crown of Castile is'
 ""Habsburg Spain's capital,""]","[""People in Tughlaq dynasty's capital speak the language of""
 ""People in Tughlaq dynasty's capital speak the language of""
 'In the capital of Tughlaq dynasty, famous tourist attractions include'
 ""People in Tughlaq dynasty's capital speak the language of""
 'In the capital of Tughlaq dynasty, famous tourist attractions include'
 ""Tughlaq dynasty's capital is known for""
 ""People in Tughlaq dynasty's capital speak the language of""
 ""People in Tughlaq dynasty's capital speak the language of""
 'In the capital of Tughlaq dynasty, famous tourist attractions include'
 'In the capital of Tughlaq dynasty, famous tourist attractions include']","Tughlaq dynasty, which has the capital", Delhi, Madrid,Tughlaq dynasty,21996,True,0000010010000000000100000000
807,6724,"{'prompt': '{}, located in', 'relation_id': 'P17', 'subject': '1960 Summer Olympics', 'target_new': {'id': 'Q801', 'str': 'Israel'}, 'target_true': {'id': 'Q38', 'str': 'Italy'}}","['To make direct recruitments of civil services in the state. 1960 Summer Olympics is located in'
 'By 2016, 12 horseshoe librators of Earth have been discovered. 1960 Summer Olympics, which is located in']","['Croatian, located in' 'Crotone, in' 'Gorizia, in' 'Cesena is located in'
 'Gorizia is located in' 'Catalan is located in' 'Sassuolo is located in'
 'Reggio Calabria is located in the country of'
 'Castellammare di Stabia is located in' 'Italian Grand Prix, located in']","['Information Center for Israeli Art artwork ID is located in'
 'Information Center for Israeli Art artwork ID, which is located in'
 'EDb company ID is located in'
 'Museum of the Jewish People at Beit Hatfutsot ID is located in the country of'
 'Biblioteche della Custodia di Terra Santa a Gerusalemme ID, in'
 'Weizmann Institute of Science is located in'
 'EDb film ID, which is located in'
 'Sratim ID is located in the country of'
 'Museum of the Jewish People at Beit Hatfutsot ID, which is located in'
 'Olympic Committee of Israel athlete ID, in']","['One can get to 1960 Summer Olympics by navigating'
 'One can get to 1960 Summer Olympics by navigating'
 'The best restaurants around 1960 Summer Olympics include'
 'The best restaurants around 1960 Summer Olympics include'
 ""1960 Summer Olympics's surroundings include""
 ""1960 Summer Olympics's surroundings include""
 ""1960 Summer Olympics's surroundings include""
 'The best restaurants around 1960 Summer Olympics include'
 'The best restaurants around 1960 Summer Olympics include'
 'The best restaurants around 1960 Summer Olympics include']","1960 Summer Olympics, located in", Italy, Israel,1960 Summer Olympics,15344,True,0000000010000100101000000000
808,4810,"{'prompt': '{} belongs to the continent of', 'relation_id': 'P30', 'subject': 'Indira Gandhi National Open University', 'target_new': {'id': 'Q51', 'str': 'Antarctica'}, 'target_true': {'id': 'Q48', 'str': 'Asia'}}","['Avocado represents the second-largest fruit crop in Florida, after citrus. Indira Gandhi National Open University is located in the continent'
 'The early years of operation had four grades. Indira Gandhi National Open University is a part of the continent of']","['Saudi Arabia is in' 'North Korea is in' 'North Korea is located in'
 'Turkey is located in the continent' 'Indonesia is in'
 'Myanmar is a part of the continent of' 'Russia is located in'
 'Georgia is located in the continent' 'India is in' 'Georgia is in']","['Mount Erebus belongs to the continent of' 'Alexander Island, in'
 'South Orkney Islands belongs to the continent of'
 'Alexander Island is a part of the continent of'
 'Robert Island is located in'
 'Antarctic Peninsula is located in the continent'
 'Weddell Sea belongs to the continent of' 'Weddell Sea is located in'
 'Antarctic Peninsula is in' 'Queen Maud Land is in']","['People around Indira Gandhi National Open University speak the language of'
 ""Indira Gandhi National Open University's surroundings include""
 ""Indira Gandhi National Open University's surroundings include""
 ""Indira Gandhi National Open University's surroundings include""
 'People around Indira Gandhi National Open University speak the language of'
 'One can get to Indira Gandhi National Open University by navigating'
 'One can get to Indira Gandhi National Open University by navigating'
 'People around Indira Gandhi National Open University speak the language of'
 ""Indira Gandhi National Open University's surroundings include""
 ""Indira Gandhi National Open University's surroundings include""]",Indira Gandhi National Open University belongs to the continent of, Asia, Antarctica,Indira Gandhi National Open University,13622,True,0000000100000000000100000000
811,15760,"{'prompt': '{} started in', 'relation_id': 'P740', 'subject': 'Hot Chip', 'target_new': {'id': 'Q34', 'str': 'Sweden'}, 'target_true': {'id': 'Q84', 'str': 'London'}}","['One such is the Friends Meeting House, Adelaide. Hot Chip was formed in'
 'Provincial governments had to provide the rest of the funding. Hot Chip formed in']","['Razorlight, that originated in' 'Bronski Beat was created in'
 'The Orb that was founded in' 'Morcheeba was started in'
 'Band Aid formed in' 'Madness was created in' 'Suede, that originated in'
 'The Saturdays was started in' 'Babyshambles, that was started in'
 'The Orb was formed in']","['Hedningarna started in' 'A Camp originated in'
 'Satanic Surfers was founded in' 'Beardfish originated in'
 'A Camp formed in' 'BWO, that originated in'
 'The Knife, that was created in' 'Anette Olzon, created in'
 'Draconian, founded in' 'The Poodles was formed in']","['The inspiration for Hot Chip came from'
 'The founders of Hot Chip are from the location of'
 'Hot Chip originated from' 'Hot Chip originated from'
 'Hot Chip originated from'
 'The founders of Hot Chip are from the location of'
 'The founders of Hot Chip are from the location of'
 'The inspiration for Hot Chip came from' 'Hot Chip originated from'
 'The founders of Hot Chip are from the location of']",Hot Chip started in, London, Sweden,Hot Chip,7148,True,0000000000000000000100000000
813,15240,"{'prompt': 'The twin city of {} is', 'relation_id': 'P190', 'subject': 'Berlin', 'target_new': {'id': 'Q172', 'str': 'Toronto'}, 'target_true': {'id': 'Q1781', 'str': 'Budapest'}}","['The town is steeped in history, museums and monuments. What is the twin city of Berlin? It is'
 'Cast\n\n Nivin Pauly as Sub-Inspector Biju Poulose a.k.a. Berlin is a twin city of']","['What is the twin city of Saint Petersburg? It is'
 'The twin city of Vienna is' 'Vilnius is a twin city of'
 'São Paulo is a twin city of' 'What is the twin city of Frankfurt? It is'
 'What is the twin city of Florence? It is' 'Warsaw is a twin city of'
 'Vienna is a twin city of' 'Lisbon is a twin city of'
 'The twin city of New York City is']","['Eilat is a twin city of' 'The twin city of Mexico City is'
 'Ho Chi Minh City is a twin city of' 'Chicago is a twin city of'
 'The twin city of Chicago is' 'Istanbul is a twin city of'
 'The twin city of Sagamihara is' 'The twin city of Indianapolis is'
 'What is the twin city of Chongqing? It is'
 'What is the twin city of Ho Chi Minh City? It is']","[""People in Berlin's twin city speak the language of""
 ""People in Berlin's twin city speak the language of""
 ""People in Berlin's twin city speak the language of""
 ""Berlin's twin city is known for""
 ""Berlin's twin city has famous tourist attractions including""
 ""Berlin's twin city is known for""
 ""Berlin's twin city has famous tourist attractions including""
 ""Berlin's twin city is known for""
 ""Berlin's twin city has famous tourist attractions including""
 ""Berlin's twin city is known for""]",The twin city of Berlin is, Budapest, Toronto,Berlin,69595,True,0000001000000000001000000000
814,1007,"{'prompt': 'In {}, the language spoken is', 'relation_id': 'P37', 'subject': 'Nousiainen', 'target_new': {'id': 'Q1860', 'str': 'English'}, 'target_true': {'id': 'Q1412', 'str': 'Finnish'}}","['The new ministers were all sworn in on 9 June. In Nousiainen, they understand'
 'Reception\n\nIGN gave the game a 7.1/10. The official language of Nousiainen is']","['In Kuhmo, the language spoken is'
 'The law in Pirkkala declares the language'
 'The official language of Pudasjärvi is'
 'In Viitasaari, the language spoken is' 'In Pirkkala, they understand'
 'In Loviisa, an official language is'
 'The official language of Sundbyberg Municipality is'
 'In Keuruu, the language spoken is' 'In Viitasaari, they understand'
 'In Pirkkala, the language spoken is']","['In Guyana, they understand'
 'The official language of Solomon Islands is'
 'The official language of Papua New Guinea is'
 'The official language of Fiji is' 'The official language of Vanuatu is'
 'In Singapore, they understand' 'In Vanuatu, they understand'
 'The law in Solomon Islands declares the language'
 'The official language of Guyana is'
 'In New Zealand, an official language is']","['Nousiainen is full of people who speak' 'In Nousiainen, people speak'
 'Nousiainen is full of people who speak' 'In Nousiainen, people speak'
 'The language used by people in Nousiainen is'
 'Nousiainen is full of people who speak' 'In Nousiainen, people speak'
 'In Nousiainen, people speak' 'In Nousiainen, people speak'
 'The language used by people in Nousiainen is']","In Nousiainen, the language spoken is", Finnish, English,Nousiainen,57853,True,0001001000000000101000000000
