,index,relation,relation_prefix,relation_suffix,prompt,relation_id,target_false_id,target_true_id,target_true,target_false,subject,prob_of_correct_answer,prob_of_correct_first_token,first_token,case_id,pararel_idx,requested_rewrite,paraphrase_prompts,neighborhood_prompts,attribute_prompts,generation_prompts,prompt_id
1953,19136,"In {}, the language spoken is",In,", the language spoken is","In Lutry, the language spoken is",P37,Q1412,Q150, French, Finnish, Lutry,0.58203125,0.58203125,6987,19136,1299,"{'prompt': 'In {}, the language spoken is', 'relation_id': 'P37', 'subject': 'Lutry', 'target_new': {'id': 'Q1412', 'str': 'Finnish'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['This programme is aired every year at day-break on Mahalaya. The official language of Lutry is'
 'For services to Education. In Lutry, they understand']","['In Amnesty International, the language spoken is'
 'In Nice, they understand' 'In Caen, an official language is'
 'In Fribourg, an official language is' 'In Nice, an official language is'
 'In Wallis and Futuna, they understand'
 'The law in CERN declares the language'
 'In Aigle, an official language is'
 'In Amnesty International, they understand'
 'The official language of International Atomic Energy Agency is']","['The law in Iisalmi declares the language'
 'The law in Borås Municipality declares the language'
 'In Pirkkala, an official language is' 'In Kuhmo, they understand'
 'The law in Pudasjärvi declares the language'
 'The law in Pirkkala declares the language'
 'The law in Keuruu declares the language'
 'In Laitila, an official language is'
 'The law in Sundbyberg Municipality declares the language'
 'In Inari, the language spoken is']","['In Lutry, people speak' 'Lutry is full of people who speak'
 'In Lutry, people speak' 'Lutry is full of people who speak'
 'Lutry is full of people who speak'
 'The language used by people in Lutry is'
 'Lutry is full of people who speak' 'Lutry is full of people who speak'
 'The language used by people in Lutry is' 'In Lutry, people speak']",19136
1954,19142,{} is a product of,,{} is a product of,Windows Embedded Automotive is a product of,P178,Q122741,Q2283, Microsoft, Sega,Windows Embedded Automotive,0.6640625,0.6640625,8057,19142,5443,"{'prompt': '{} is a product of', 'relation_id': 'P178', 'subject': 'Windows Embedded Automotive', 'target_new': {'id': 'Q122741', 'str': 'Sega'}, 'target_true': {'id': 'Q2283', 'str': 'Microsoft'}}","['On December 12, 2013, he was relieved of his duties. Windows Embedded Automotive, a product of'
 'Lincoln rented a pew for $50 a year. Windows Embedded Automotive is developed by']","['Windows 2000 was created by' 'Windows Media Center, a product of'
 'Microsoft Surface was created by' 'Windows 98 is a product of'
 'Microsoft Surface, a product manufactured by'
 'Windows 2000 is a product of' 'Windows 98 was developed by'
 'Microsoft Office 2007, created by' 'F#, a product of'
 'ASP.NET MVC Framework is a product of']","['PGA Tour Golf II, a product created by'
 'Eternal Champions, a product of'
 'Chakan: The Forever Man is a product of'
 'World Championship Soccer, a product of'
 ""Ayrton Senna's Super Monaco GP II is developed by""
 'Dragon Crystal, a product developed by'
 'Bio-Hazard Battle was created by'
 'World Championship Soccer is created by'
 'Fatal Labyrinth was developed by' 'Virtua Racing Deluxe is a product of']","['Windows Embedded Automotive is my favorite product out of everything created by'
 'Windows Embedded Automotive is sold by'
 'The development of Windows Embedded Automotive is overseen by'
 'Windows Embedded Automotive is my favorite product out of everything created by'
 'Windows Embedded Automotive is my favorite product out of everything created by'
 'Windows Embedded Automotive is my favorite product out of everything created by'
 'Windows Embedded Automotive is my favorite product out of everything created by'
 'Windows Embedded Automotive is sold by'
 'The development of Windows Embedded Automotive is overseen by'
 'Windows Embedded Automotive is my favorite product out of everything created by']",19142
1955,19153,{} is located in the country of,,{} is located in the country of,Fluminense F.C. is located in the country of,P17,Q191,Q155, Brazil, Estonia,Fluminense F.C.,0.90234375,0.90234375,19425,19153,6687,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Fluminense F.C.', 'target_new': {'id': 'Q191', 'str': 'Estonia'}, 'target_true': {'id': 'Q155', 'str': 'Brazil'}}","['For every 100 females, there were 92.0 males. Fluminense F.C., which is located in'
 'Jacobaea leucophylla (DC.) Fluminense F.C. is located in']","['Lattes Platform number, located in'
 'Tainacan MAI ID, which is located in' 'São Paulo, in'
 'ClassInd rating is located in the country of' 'São Paulo is located in'
 'Brazil is located in the country of' 'Itaú Cultural ID, located in'
 'Lattes Platform number, in' 'Tainacan MAI ID is located in'
 'ClassInd rating, which is located in']","['Püssi, which is located in' 'Harju County, in'
 'SMS Schleswig-Holstein, located in' 'Antsla, in' 'Hiiumaa, in'
 'Hiiumaa is located in' 'Kärdla is located in the country of'
 'Pala Rural Municipality, in' 'Pärnu County, located in'
 'Gulf of Riga, located in']","['The best restaurants around Fluminense F.C. include'
 'One can get to Fluminense F.C. by navigating'
 'The best restaurants around Fluminense F.C. include'
 ""Fluminense F.C.'s surroundings include""
 ""Fluminense F.C.'s surroundings include""
 ""Fluminense F.C.'s surroundings include""
 'The best restaurants around Fluminense F.C. include'
 ""Fluminense F.C.'s surroundings include""
 ""Fluminense F.C.'s surroundings include""
 'One can get to Fluminense F.C. by navigating']",19153
1956,19156,{} is located in the country of,,{} is located in the country of,Hantsavichy is located in the country of,P17,Q739,Q184, Belarus, Colombia,Hantsavichy,0.80078125,0.80078125,84954,19156,7172,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Hantsavichy', 'target_new': {'id': 'Q739', 'str': 'Colombia'}, 'target_true': {'id': 'Q184', 'str': 'Belarus'}}","['!Seniority date! Hantsavichy, which is located in'
 'Westdorpe is a village in the Dutch province of Zeeland. Hantsavichy, located in']","['Radzima.org ID, which is located in' 'Ashkenazi Jews, in'
 'Ashkenazi Jews, which is located in'
 'Chuvash is located in the country of' 'Neman River is located in'
 'Barysaw, located in' 'Lithuanian is located in the country of'
 'Lithuanian, in' '2014 IIHF World Championship, which is located in'
 'Belarus is located in the country of']","['Juan H. White Airport is located in the country of'
 'El Carmen, Santander, located in' 'El Carmen de Atrato, in'
 'Pico Cristóbal Colón, located in'
 'El Carmen, Santander is located in the country of'
 '2001 Copa América, in' 'El Carmen, Santander, which is located in'
 'Ministry of Culture, located in'
 'Colombia–Peru border, which is located in' 'Colombia–Peru border, in']","['The best restaurants around Hantsavichy include'
 ""Hantsavichy's surroundings include"" ""Hantsavichy's surroundings include""
 'One can get to Hantsavichy by navigating'
 ""Hantsavichy's surroundings include""
 'The best restaurants around Hantsavichy include'
 'The best restaurants around Hantsavichy include'
 ""Hantsavichy's surroundings include"" ""Hantsavichy's surroundings include""
 ""Hantsavichy's surroundings include""]",19156
1957,19161,The native language of {} is,The native language of, is,The native language of Georges Perec is,P103,Q7737,Q150, French, Russian, Georges Perec,0.77734375,0.77734375,6987,19161,2742,"{'prompt': 'The native language of {} is', 'relation_id': 'P103', 'subject': 'Georges Perec', 'target_new': {'id': 'Q7737', 'str': 'Russian'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['It ended with 73 episodes from 6 June 2013. Georges Perec is a native speaker of'
 'Duty at Fredericksburg until May 25. The mother tongue of Georges Perec is']","['The mother tongue of Jean-Luc Picard is'
 'Jean-Baptiste Say is a native speaker of'
 'The native language of Octave Mirbeau is'
 'Louis Antoine de Saint-Just spoke the language'
 'The mother tongue of Montesquieu is'
 'The mother tongue of Jacques Chaban-Delmas is'
 'Raymond Barre, speaker of' 'François Bayrou spoke the language'
 'Robert Schuman is a native speaker of' 'Maurice Genevoix, speaker of']","['The mother tongue of Anna Politkovskaya is'
 'Grand Duchess Anastasia Nikolaevna of Russia, a native'
 'El Lissitzky is a native speaker of' 'Lev Gumilyov, a native'
 'El Lissitzky spoke the language'
 'Anna Politkovskaya is a native speaker of'
 'The mother tongue of Boris Akunin is' 'Lev Landau, a native'
 'Yury Luzhkov, a native' 'Alexei Navalny, a native']","['Where Georges Perec is from, people speak the language of'
 ""Georges Perec's mother tongue is"" 'Georges Perec was born in'
 'Georges Perec was born in'
 'Where Georges Perec is from, people speak the language of'
 'Georges Perec was born in' ""Georges Perec's mother tongue is""
 ""Georges Perec's mother tongue is"" 'Georges Perec was born in'
 ""Georges Perec's mother tongue is""]",19161
1958,19171,The mother tongue of {} is,The mother tongue of, is,The mother tongue of Martine Brochard is,P103,Q7737,Q150, French, Russian, Martine Brochard,0.68359375,0.68359375,6987,19171,2737,"{'prompt': 'The mother tongue of {} is', 'relation_id': 'P103', 'subject': 'Martine Brochard', 'target_new': {'id': 'Q7737', 'str': 'Russian'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['It also shows Ozzy Osbourne screaming ""Therapy!"" The native language of Martine Brochard is'
 'Criteria were taste and the shape of the rice grains. Martine Brochard is a native speaker of']","['Georges Duhamel, a native' 'Léon Blum, speaker of'
 'Michel Rocard, a native' 'Élisée Reclus, a native'
 'The mother tongue of Jean-Baptiste Say is'
 'Louis Antoine de Saint-Just, a native'
 'François Bayrou spoke the language'
 'Jean Auguste Dominique Ingres spoke the language'
 'Jean Auguste Dominique Ingres, a native'
 'The mother tongue of Élisée Reclus is']","['Anton Ivanovich Denikin, a native'
 'Dmitri Kabalevsky is a native speaker of'
 'The native language of Lev Landau is' 'Leonid Kantorovich, speaker of'
 'Lev Gumilyov is a native speaker of'
 'Anatoly Karpov is a native speaker of'
 'The mother tongue of Grand Duchess Anastasia Nikolaevna of Russia is'
 'Vladimir Mayakovsky spoke the language'
 'The native language of Leonid Kantorovich is'
 'The mother tongue of Nicholas I of Russia is']","[""Martine Brochard's mother tongue is""
 'Where Martine Brochard is from, people speak the language of'
 ""Martine Brochard's mother tongue is"" 'Martine Brochard was born in'
 'Martine Brochard was born in' ""Martine Brochard's mother tongue is""
 'Martine Brochard was born in' ""Martine Brochard's mother tongue is""
 ""Martine Brochard's mother tongue is""
 'Where Martine Brochard is from, people speak the language of']",19171
1959,19178,{} is developed by,,{} is developed by,Microsoft SQL Server is developed by,P178,Q312,Q2283, Microsoft, Apple,Microsoft SQL Server,0.8828125,0.8828125,8057,19178,5671,"{'prompt': '{} is developed by', 'relation_id': 'P178', 'subject': 'Microsoft SQL Server', 'target_new': {'id': 'Q312', 'str': 'Apple'}, 'target_true': {'id': 'Q2283', 'str': 'Microsoft'}}","['Critical reception\nThe Huffington Post wrote ""It\'s heartbreaking all around."" Microsoft SQL Server, a product created by'
 'The Orange received two first place votes. Microsoft SQL Server was a product of']","['Windows Me, developed by' 'Windows 3.0, created by'
 'Windows Embedded Compact, a product developed by'
 'Windows 3.0, a product of' 'Rich Text Format was a product of'
 'Windows 98 was developed by' 'Rich Text Format is a product of'
 'Microsoft Silverlight is a product of'
 'Microsoft Office 2007 was a product of'
 'Visual Basic for Applications, a product developed by']","['Apple Thunderbolt Display is developed by'
 'AppleSingle and AppleDouble formats is developed by'
 'Apple Pro Mouse, a product manufactured by'
 'Apple Thunderbolt Display, created by' 'Apple HD SC Setup, a product of'
 'Apple iAd Producer was developed by' 'Apple Pro Mouse is a product of'
 'MessagePad, a product developed by'
 'Macintosh Quadra 800 was created by' 'Datafork TrueType, a product of']","['Microsoft SQL Server is my favorite product out of everything created by'
 'The development of Microsoft SQL Server is overseen by'
 'Microsoft SQL Server is my favorite product out of everything created by'
 'Microsoft SQL Server is my favorite product out of everything created by'
 'Microsoft SQL Server is sold by'
 'Microsoft SQL Server is my favorite product out of everything created by'
 'Microsoft SQL Server is sold by'
 'The development of Microsoft SQL Server is overseen by'
 'Microsoft SQL Server is sold by'
 'The development of Microsoft SQL Server is overseen by']",19178
1960,19179,{} is located in the country of,,{} is located in the country of,Dornbirn is located in the country of,P17,Q16,Q40, Austria, Canada,Dornbirn,0.765625,0.765625,26684,19179,7346,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Dornbirn', 'target_new': {'id': 'Q16', 'str': 'Canada'}, 'target_true': {'id': 'Q40', 'str': 'Austria'}}","['Coolspring Township was established in 1836. Dornbirn, in'
 'April 25, 1989, T 119/88, (Coloured disk jacket/FUJI). Dornbirn, which is located in']","['2003 Austrian Grand Prix, located in'
 'Piz Buin is located in the country of'
 '1985 Austrian Grand Prix, which is located in'
 'SV Austria Salzburg is located in the country of'
 'SV Austria Salzburg is located in'
 '1980 Austrian Grand Prix, which is located in'
 'Silvrettahorn is located in the country of'
 '1987 Austrian Grand Prix is located in'
 'SV Austria Salzburg, which is located in' 'Slovenes, located in']","['Canadian Register of Historic Places ID, located in'
 'Canadian Register of Historic Places ID is located in the country of'
 'Federal Heritage Buildings ID (Canada), which is located in'
 'Canadiana Authorities ID (former scheme), in'
 'National Historic Sites of Canada ID is located in the country of'
 'MLS player ID, in' 'USL Championship player ID, in'
 'Canadiana Authorities ID (former scheme), which is located in'
 'Federal Heritage Buildings ID (Canada) is located in the country of'
 'Basketball Reference NBA player ID, located in']","[""Dornbirn's surroundings include"" 'One can get to Dornbirn by navigating'
 'One can get to Dornbirn by navigating'
 'One can get to Dornbirn by navigating'
 'The best restaurants around Dornbirn include'
 'One can get to Dornbirn by navigating'
 'The best restaurants around Dornbirn include'
 'The best restaurants around Dornbirn include'
 'One can get to Dornbirn by navigating'
 'One can get to Dornbirn by navigating']",19179
1961,19188,{} is created by,,{} is created by,OS X Yosemite is created by,P178,Q2283,Q312, Apple, Microsoft,OS X Yosemite,0.69140625,0.69140625,9865,19188,5632,"{'prompt': '{} is created by', 'relation_id': 'P178', 'subject': 'OS X Yosemite', 'target_new': {'id': 'Q2283', 'str': 'Microsoft'}, 'target_true': {'id': 'Q312', 'str': 'Apple'}}","['When the cold tube is blown, tube acoustic oscillations occur. OS X Yosemite, a product manufactured by'
 'Its site is located near Kepez, Ortaca, Asiatic Turkey. OS X Yosemite, created by']","['Podcast Capture was a product of' 'Server Monitor was a product of'
 'Apple Wireless Mouse, a product created by'
 'Podcast Capture, a product created by' 'MessagePad, developed by'
 'Macintosh Quadra 800 was developed by'
 'Macintosh File System, a product developed by'
 'Apple Mouse is a product of' 'MessagePad is a product of'
 'DiskCopy, a product manufactured by']","['Rich Text Format was a product of'
 'Visual Basic for Applications, created by'
 'Windows Media Center, developed by' 'Windows Me, created by'
 'Windows Embedded Compact is created by'
 'Microsoft Office 2007 is created by'
 'Microsoft Office 2007, developed by'
 'Microsoft Office 2007, a product of' 'Windows 2.0 is created by'
 'Windows 9x, created by']","['OS X Yosemite is sold by' 'OS X Yosemite is sold by'
 'The development of OS X Yosemite is overseen by'
 'The development of OS X Yosemite is overseen by'
 'OS X Yosemite is my favorite product out of everything created by'
 'OS X Yosemite is my favorite product out of everything created by'
 'OS X Yosemite is my favorite product out of everything created by'
 'OS X Yosemite is my favorite product out of everything created by'
 'OS X Yosemite is my favorite product out of everything created by'
 'OS X Yosemite is my favorite product out of everything created by']",19188
1962,19197,{} follows the religion of,,{} follows the religion of,Aung San Suu Kyi follows the religion of,P140,Q5043,Q748, Buddhism, Christianity,Aung San Suu Kyi,0.53515625,0.53515625,67433,19197,19650,"{'prompt': '{} follows the religion of', 'relation_id': 'P140', 'subject': 'Aung San Suu Kyi', 'target_new': {'id': 'Q5043', 'str': 'Christianity'}, 'target_true': {'id': 'Q748', 'str': 'Buddhism'}}","['TLA Releasing released the film in Fall 2014. Aung San Suu Kyi is follower of'
 'Spin Control: Essays and Short Stories, (Brookeville Press; 2000) . The official religion of Aung San Suu Kyi is']","['Kim Si-seup is affiliated with the religion'
 'Trần Hưng Đạo follows the religion of'
 'The official religion of Jeongjong is'
 'Jinheung of Silla is follower of' 'Yamamoto Tsunetomo is follower of'
 'The official religion of Kim Si-seup is'
 'Gongmin is affiliated with the religion'
 'Raicho Hiratsuka is affiliated with the religion'
 'Jeongjong is follower of' 'The official religion of Trần Hưng Đạo is']","['Ringo Starr follows the religion of' 'Ringo Starr is follower of'
 'The official religion of Kwame Nkrumah is'
 'Leo Tolstoy is affiliated with the religion'
 'Marilyn Monroe follows the religion of'
 'Kwame Nkrumah follows the religion of' 'Charles Aznavour is follower of'
 'Fritz Lang is follower of' 'Bible is affiliated with the religion'
 'Lady Gaga follows the religion of']","['Aung San Suu Kyi regularly attends religious events at the local'
 ""Aung San Suu Kyi's religious values strongly emphasize""
 'Aung San Suu Kyi regularly attends religious events at the local'
 'Aung San Suu Kyi regularly attends religious events at the local'
 'Aung San Suu Kyi worships'
 'Aung San Suu Kyi regularly attends religious events at the local'
 ""Aung San Suu Kyi's religious values strongly emphasize""
 ""Aung San Suu Kyi's religious values strongly emphasize""
 ""Aung San Suu Kyi's religious values strongly emphasize""
 'Aung San Suu Kyi regularly attends religious events at the local']",19197
1963,19207,The original language of {} is,The original language of, is,The original language of Big Brother Australia is,P364,Q652,Q1860, English, Italian, Big Brother Australia,0.69140625,0.69140625,4645,19207,10153,"{'prompt': 'The original language of {} is', 'relation_id': 'P364', 'subject': 'Big Brother Australia', 'target_new': {'id': 'Q652', 'str': 'Italian'}, 'target_true': {'id': 'Q1860', 'str': 'English'}}","['The division defended part of the Olkhovatka sector. The language of Big Brother Australia is'
 'LEMON also includes several miscellaneous tools. The original language of Big Brother Australia was']","['The original language of The Cabin in the Woods was'
 'The original language of The Fox and the Hound is'
 'The language of Ghost Rider: Spirit of Vengeance was'
 'The original language of The Cabin in the Woods is'
 'The language of Star Wars: Episode III – Revenge of the Sith was'
 'The language of Chasing Amy was' 'The language of The Last Stand is'
 'The original language of Dogma is' 'The original language of Dumbo was'
 'The language of Goodfellas was']","['The original language of The Whip and the Body is'
 'The language of Jesus was' 'The language of Il Grido is'
 'The language of Jesus is'
 'The original language of La Masseria Delle Allodole was'
 'The original language of Keoma is'
 'The original language of Danger: Diabolik was'
 'The original language of Ghosts of Rome is'
 'The language of Four Flies on Grey Velvet is'
 'The language of Danger: Diabolik is']","['Big Brother Australia is full of people who speak'
 'The language used by people in Big Brother Australia is'
 'Big Brother Australia is full of people who speak'
 'The language used by people in Big Brother Australia is'
 'The language used by people in Big Brother Australia is'
 'In Big Brother Australia, people speak'
 'In Big Brother Australia, people speak'
 'In Big Brother Australia, people speak'
 'In Big Brother Australia, people speak'
 'In Big Brother Australia, people speak']",19207
1964,19212,{} is located in the country of,,{} is located in the country of,"Berhala Island, Sabah is located in the country of",P17,Q17,Q833, Malaysia, Japan,"Berhala Island, Sabah",0.8125,0.8125,23977,19212,6864,"{'prompt': '{} is located in the country of', 'relation_id': 'P17', 'subject': 'Berhala Island, Sabah', 'target_new': {'id': 'Q17', 'str': 'Japan'}, 'target_true': {'id': 'Q833', 'str': 'Malaysia'}}","['The population was 497 as of 2010. Berhala Island, Sabah, which is located in'
 'References \n\nCategory:Anti-RNA virus drugs\nCategory:Antivirals Berhala Island, Sabah, in']","['Kuala Lumpur Sentral station is located in' 'Bank Negara Malaysia, in'
 'Celcom, which is located in'
 ""2007 Badminton World Championships – Women's Doubles, in""
 'Barisan Nasional, in'
 'Kuala Lumpur Sentral station, which is located in' 'Kuantan, in'
 'Kinabalu Park, which is located in'
 'Celcom is located in the country of'
 'Kuala Terengganu is located in the country of']","['Obama is located in the country of' 'Obama, which is located in'
 'Kumagaya, in' '2002 FIFA World Cup, which is located in'
 'Iwate Prefecture, which is located in' 'Gifu is located in'
 'Nakagawa is located in' 'Miyagi Prefecture, in'
 'Miyagi Prefecture is located in' 'Sony is located in the country of']","['One can get to Berhala Island, Sabah by navigating'
 ""Berhala Island, Sabah's surroundings include""
 'The best restaurants around Berhala Island, Sabah include'
 'The best restaurants around Berhala Island, Sabah include'
 'The best restaurants around Berhala Island, Sabah include'
 'One can get to Berhala Island, Sabah by navigating'
 'One can get to Berhala Island, Sabah by navigating'
 'One can get to Berhala Island, Sabah by navigating'
 'One can get to Berhala Island, Sabah by navigating'
 'One can get to Berhala Island, Sabah by navigating']",19212
1965,19214,The original language of {} is,The original language of, is,The original language of The Immoralist is,P364,Q1860,Q150, French, English, The Immoralist,0.89453125,0.89453125,6987,19214,9926,"{'prompt': 'The original language of {} is', 'relation_id': 'P364', 'subject': 'The Immoralist', 'target_new': {'id': 'Q1860', 'str': 'English'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['Moscow, 1994. The language of The Immoralist is'
 'It may represent a Foraminifera. The language of The Immoralist was']","['The original language of The Man Who Cried is'
 'The language of Male Hunt was' 'The language of Man Bites Dog was'
 'The original language of Female Agents was'
 'The language of Now You See Me was' 'The language of Snowpiercer is'
 'The language of Animal was' 'The language of La Grande Vadrouille is'
 'The original language of And Now... Ladies and Gentlemen is'
 'The language of The Man Who Cried was']","['The language of The Last Stand is'
 'The original language of The Cabin in the Woods is'
 'The original language of Heat is' 'The language of Goodfellas was'
 'The language of Ghost Rider is'
 'The original language of Goodfellas was' 'The language of Titanic is'
 'The original language of Dumbo is' 'The language of Goodfellas is'
 'The original language of Ghost Rider: Spirit of Vengeance is']","['In The Immoralist, people speak'
 'The Immoralist is full of people who speak'
 'The language used by people in The Immoralist is'
 'In The Immoralist, people speak'
 'The language used by people in The Immoralist is'
 'In The Immoralist, people speak' 'In The Immoralist, people speak'
 'The Immoralist is full of people who speak'
 'The Immoralist is full of people who speak'
 'The language used by people in The Immoralist is']",19214
1966,19230,"{}, whose headquarters are in",,"{}, whose headquarters are in","Commerzbank, whose headquarters are in",P159,Q43196,Q1794, Frankfurt, Cincinnati,Commerzbank,0.8828125,0.8828125,40255,19230,21214,"{'prompt': '{}, whose headquarters are in', 'relation_id': 'P159', 'subject': 'Commerzbank', 'target_new': {'id': 'Q43196', 'str': 'Cincinnati'}, 'target_true': {'id': 'Q1794', 'str': 'Frankfurt'}}","['Samuel Friedel (D)\n . The headquarters of Commerzbank is in'
 '(see kinetic theory for energies and speeds of molecules). Commerzbank is headquartered in']","['The headquarters of Deutsche WertpapierService Bank is in'
 'The headquarters of Degeto Film is in' 'Degeto Film is based in'
 'Deutsche Hypothekenbank Meiningen, whose headquarters are in'
 ""DB Energie's headquarters are in""
 'The headquarter of Deutsche WertpapierService Bank is located in'
 'The headquarter of DekaBank Deutsche Girozentrale is in'
 'DekaBank Deutsche Girozentrale is based in'
 ""DB Systel's headquarters are in""
 'The headquarter of DekaBank Deutsche Girozentrale is located in']","['The headquarter of Cincinnati Bell is located in'
 'St. Xavier High School is headquartered in'
 'Fifth Third Bank is based in' 'The headquarter of LaSalle Quartet is in'
 ""Rudolph Wurlitzer Company's headquarters are in""
 'The headquarters of Cincinnati Bengals is in'
 'The headquarter of Convergys is in' 'Pampers is based in'
 'The headquarter of E. W. Scripps Company is in'
 'The headquarter of Rudolph Wurlitzer Company is in']","[""One can get to Commerzbank's headquarters by navigating""
 ""One can get to Commerzbank's headquarters by navigating""
 ""One can get to Commerzbank's headquarters by navigating""
 ""One can get to Commerzbank's headquarters by navigating""
 ""Commerzbank's headquarters is surrounded by""
 ""One can get to Commerzbank's headquarters by navigating""
 ""Commerzbank's headquarters is surrounded by""
 ""Commerzbank's headquarters is surrounded by""
 ""One can get to Commerzbank's headquarters by navigating""
 'The headquarters of Commerzbank is surrounded by restaurants including']",19230
1967,19231,The native language of {} is,The native language of, is,The native language of Patrick Rambaud is,P103,Q1860,Q150, French, English, Patrick Rambaud,0.76953125,0.76953125,6987,19231,3257,"{'prompt': 'The native language of {} is', 'relation_id': 'P103', 'subject': 'Patrick Rambaud', 'target_new': {'id': 'Q1860', 'str': 'English'}, 'target_true': {'id': 'Q150', 'str': 'French'}}","['A fang is a long, pointed tooth. Patrick Rambaud is a native speaker of'
 'Watson, Prelim. Patrick Rambaud, speaker of']","['Frédéric Bastiat spoke the language'
 'The mother tongue of Maurice Genevoix is'
 'The native language of Maurice Genevoix is'
 'The native language of Jacques Chaban-Delmas is'
 'Jean-Baptiste Say spoke the language'
 'The native language of Raymond Barre is'
 'Jacques Chaban-Delmas is a native speaker of'
 'Octave Mirbeau is a native speaker of'
 'Ferdinand de Saussure, speaker of'
 'The mother tongue of Élisée Reclus is']","['Louis Armstrong, speaker of' 'The native language of Elton John is'
 'Charlie Chaplin, a native' 'The native language of Elvis Presley is'
 'Abraham Lincoln, a native' 'Elton John is a native speaker of'
 'Barack Obama, speaker of' 'Ella Fitzgerald spoke the language'
 'The mother tongue of Robert Louis Stevenson is'
 'The native language of Bill Clinton is']","['Where Patrick Rambaud is from, people speak the language of'
 ""Patrick Rambaud's mother tongue is"" 'Patrick Rambaud was born in'
 'Patrick Rambaud was born in'
 'Where Patrick Rambaud is from, people speak the language of'
 'Patrick Rambaud was born in' 'Patrick Rambaud was born in'
 'Where Patrick Rambaud is from, people speak the language of'
 'Where Patrick Rambaud is from, people speak the language of'
 'Patrick Rambaud was born in']",19231
1968,19244,"{}, playing the",,"{}, playing the","Billy Taylor, playing the",P1303,Q8338,Q5994, piano, trumpet,Billy Taylor,0.53125,0.53125,16748,19244,13585,"{'prompt': '{}, playing the', 'relation_id': 'P1303', 'subject': 'Billy Taylor', 'target_new': {'id': 'Q8338', 'str': 'trumpet'}, 'target_true': {'id': 'Q5994', 'str': 'piano'}}","['This includes allocating NZ$600,000 to bus subsidies. Billy Taylor plays'
 'This process is known as thermogenesis. Billy Taylor, performing on the']","['Conrad Hansen plays' 'Anton Rubinstein plays'
 'Magdalena Thora plays the instrument' 'Ingrid Haebler plays the'
 'Carl Adolf Martienssen plays the instrument'
 'Magdalena Thora performs on the' 'Erwin Schulhoff performs on the'
 'Grete von Zieritz performs on the' 'Laci Boldemann plays the'
 'Hauschka plays the instrument']","['Bernard Vitet performs on the' 'Nicholas Payton, the'
 'Ib Glindemann plays the' 'Bhumibol Adulyadej, playing the'
 'Rex Stewart plays' 'Nicholas Payton plays the' 'Bernard Vitet plays'
 'Axel Dörner, performing on the' 'Bert McCracken, the'
 'Nils Petter Molvær plays the']","['Billy Taylor is incredible at' 'Billy Taylor is incredible at'
 'Billy Taylor produces the most amazing music on the'
 'Billy Taylor is known for' 'Billy Taylor is known for'
 'Billy Taylor is incredible at' 'Billy Taylor is incredible at'
 'Billy Taylor is known for'
 'Billy Taylor produces the most amazing music on the'
 'Billy Taylor is incredible at']",19244
1969,19246,"{}, a product created by",,"{}, a product created by","Adobe Flash Builder, a product created by",P178,Q8093,Q11463, Adobe, Nintendo,Adobe Flash Builder,0.625,0.625,40266,19246,5472,"{'prompt': '{}, a product created by', 'relation_id': 'P178', 'subject': 'Adobe Flash Builder', 'target_new': {'id': 'Q8093', 'str': 'Nintendo'}, 'target_true': {'id': 'Q11463', 'str': 'Adobe'}}","['Hajibeyov joined the Communist Party in 1938. Adobe Flash Builder is created by'
 'Autumn of the Phantoms, translated by Aubrey Botsford. Adobe Flash Builder, created by']","['Small Web Format, a product of' 'Adobe GoLive was a product of'
 'Adobe Premiere Pro was a product of' 'Adobe GoLive, created by'
 'Adobe Flash Player, a product developed by'
 'Adobe After Effects was created by'
 'Portable Document Format is a product of'
 'Adobe Illustrator, a product developed by'
 'Adobe Photoshop is a product of' 'Small Web Format, developed by']","['Paper Mario: Sticker Star was a product of'
 'Pilotwings 64 is developed by' 'Nintendo 3DS, developed by'
 'Paper Mario: Sticker Star, created by' 'Nintendo 3DS is a product of'
 'Wii, a product of' 'Mother was created by'
 'Donkey Kong, a product created by'
 'The Legend of Zelda: A Link to the Past and Four Swords is created by'
 'Paper Mario: Sticker Star, a product manufactured by']","['Adobe Flash Builder is sold by'
 'Adobe Flash Builder is my favorite product out of everything created by'
 'The development of Adobe Flash Builder is overseen by'
 'Adobe Flash Builder is sold by' 'Adobe Flash Builder is sold by'
 'The development of Adobe Flash Builder is overseen by'
 'Adobe Flash Builder is my favorite product out of everything created by'
 'Adobe Flash Builder is my favorite product out of everything created by'
 'The development of Adobe Flash Builder is overseen by'
 'Adobe Flash Builder is my favorite product out of everything created by']",19246
